barrier_sequence,sequence_length,barrier_changes,reward_path_lengths,choice_points
"[frozenset({np.int64(8), np.int64(10), np.int64(42), np.int64(44), np.int64(15), np.int64(22), np.int64(25), np.int64(29), np.int64(30)}), frozenset({9, 10, 42, 44, 15, 22, 25, 29, 30}), frozenset({9, 10, 42, 44, 15, 22, 24, 25, 30})]",3,"[[np.int64(8), 9], [29, 24]]","[[17, 15, 19], [15, 17, 19], [15, 21, 17]]","[{16}, {17}, {31}]"
"[frozenset({np.int64(34), np.int64(40), np.int64(8), np.int64(44), np.int64(12), np.int64(46), np.int64(21), np.int64(27), np.int64(30)}), frozenset({34, 8, 44, 12, 46, 17, 21, 27, 30}), frozenset({34, 8, 44, 12, 46, 16, 21, 27, 30})]",3,"[[np.int64(40), 17], [17, 16]]","[[17, 15, 21], [21, 15, 19], [17, 25, 19]]","[{13}, {24}, {31}]"
"[frozenset({np.int64(34), np.int64(40), np.int64(10), np.int64(12), np.int64(15), np.int64(18), np.int64(25), np.int64(30), np.int64(31)}), frozenset({34, 40, 10, 14, 15, 18, 25, 30, 31}), frozenset({34, 40, 10, 14, 15, 18, 21, 25, 31})]",3,"[[np.int64(12), 14], [30, 21]]","[[15, 17, 19], [17, 15, 19], [19, 15, 17]]","[{17}, {16}, {24}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(45), np.int64(18), np.int64(19), np.int64(21), np.int64(22), np.int64(25)}), frozenset({34, 37, 10, 45, 18, 19, 22, 25, 29}), frozenset({34, 37, 41, 10, 45, 18, 19, 25, 29})]",3,"[[np.int64(21), 29], [22, 41]]","[[19, 17, 15], [17, 19, 15], [15, 19, 17]]","[{35}, {36}, {26}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(13), np.int64(45), np.int64(15), np.int64(22), np.int64(25), np.int64(28), np.int64(29)}), frozenset({34, 37, 11, 13, 45, 15, 22, 25, 28}), frozenset({34, 37, 40, 11, 13, 45, 15, 22, 25})]",3,"[[np.int64(29), 11], [28, 40]]","[[17, 19, 15], [19, 17, 15], [19, 15, 17]]","[{36}, {35}, {24}]"
"[frozenset({np.int64(37), np.int64(39), np.int64(7), np.int64(42), np.int64(14), np.int64(16), np.int64(20), np.int64(23), np.int64(30)}), frozenset({37, 39, 7, 42, 14, 17, 20, 23, 30}), frozenset({35, 37, 7, 39, 42, 14, 20, 23, 30})]",3,"[[np.int64(16), 17], [17, 35]]","[[15, 21, 19], [25, 17, 19], [15, 17, 21]]","[{26}, {29}, {13}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(45), np.int64(13), np.int64(15), np.int64(16), np.int64(19), np.int64(22), np.int64(25)}), frozenset({34, 37, 8, 13, 45, 15, 19, 22, 25}), frozenset({34, 37, 8, 40, 13, 45, 15, 22, 25})]",3,"[[np.int64(16), 8], [19, 40]]","[[17, 19, 15], [19, 17, 15], [19, 15, 17]]","[{36}, {35}, {24}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(44), np.int64(46), np.int64(15), np.int64(16), np.int64(26), np.int64(30)}), frozenset({32, 34, 8, 44, 46, 15, 16, 21, 30}), frozenset({32, 34, 8, 44, 13, 46, 15, 21, 30})]",3,"[[np.int64(26), 21], [16, 13]]","[[23, 17, 19], [17, 25, 19], [21, 15, 19]]","[{24}, {31}, {24}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(12), np.int64(45), np.int64(18), np.int64(20), np.int64(22), np.int64(25)}), frozenset({34, 37, 10, 42, 12, 45, 18, 20, 25}), frozenset({34, 37, 10, 42, 12, 45, 18, 25, 31})]",3,"[[np.int64(22), 42], [20, 31]]","[[17, 19, 15], [15, 19, 17], [15, 17, 19]]","[{36}, {26}, {17}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(7), np.int64(13), np.int64(45), np.int64(15), np.int64(22), np.int64(25), np.int64(28)}), frozenset({34, 37, 11, 13, 45, 15, 22, 25, 28}), frozenset({34, 37, 40, 11, 13, 45, 15, 22, 25})]",3,"[[np.int64(7), 11], [28, 40]]","[[17, 19, 15], [19, 17, 15], [19, 15, 17]]","[{36}, {35}, {24}]"
"[frozenset({np.int64(37), np.int64(41), np.int64(10), np.int64(12), np.int64(15), np.int64(18), np.int64(25), np.int64(28), np.int64(29)}), frozenset({37, 39, 41, 10, 12, 15, 18, 25, 29}), frozenset({37, 39, 8, 41, 10, 15, 18, 25, 29})]",3,"[[np.int64(28), 39], [12, 8]]","[[15, 19, 17], [15, 17, 19], [17, 15, 19]]","[{26}, {17}, {16}]"
"[frozenset({np.int64(37), np.int64(41), np.int64(10), np.int64(11), np.int64(15), np.int64(18), np.int64(25), np.int64(29), np.int64(31)}), frozenset({37, 41, 10, 9, 15, 18, 25, 29, 31}), frozenset({37, 41, 10, 9, 15, 18, 23, 25, 29})]",3,"[[np.int64(11), 9], [31, 23]]","[[17, 15, 19], [15, 17, 19], [15, 19, 17]]","[{16}, {17}, {26}]"
"[frozenset({np.int64(32), np.int64(37), np.int64(7), np.int64(40), np.int64(11), np.int64(15), np.int64(20), np.int64(21), np.int64(28)}), frozenset({32, 37, 7, 40, 11, 20, 21, 26, 28}), frozenset({32, 35, 37, 7, 40, 11, 20, 21, 28})]",3,"[[np.int64(15), 26], [26, 35]]","[[19, 21, 15], [21, 17, 15], [19, 17, 25]]","[{36}, {29}, {13}]"
"[frozenset({np.int64(35), np.int64(37), np.int64(40), np.int64(9), np.int64(8), np.int64(20), np.int64(21), np.int64(27), np.int64(28)}), frozenset({37, 40, 9, 8, 20, 21, 24, 27, 28}), frozenset({37, 40, 9, 8, 20, 21, 22, 27, 28})]",3,"[[np.int64(35), 24], [24, 22]]","[[19, 17, 25], [19, 21, 15], [21, 17, 15]]","[{13}, {36}, {29}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(41), np.int64(11), np.int64(15), np.int64(19), np.int64(21), np.int64(24), np.int64(25)}), frozenset({32, 34, 41, 11, 13, 15, 19, 21, 25}), frozenset({32, 34, 41, 11, 44, 13, 15, 21, 25})]",3,"[[np.int64(24), 13], [19, 44]]","[[17, 21, 15], [19, 17, 15], [19, 15, 17]]","[{31}, {35}, {24}]"
"[frozenset({np.int64(37), np.int64(40), np.int64(9), np.int64(8), np.int64(20), np.int64(21), np.int64(24), np.int64(27), np.int64(28)}), frozenset({35, 37, 40, 9, 8, 20, 21, 27, 28}), frozenset({37, 40, 9, 8, 20, 21, 22, 27, 28})]",3,"[[np.int64(24), 35], [35, 22]]","[[19, 21, 15], [19, 17, 25], [21, 17, 15]]","[{36}, {13}, {29}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(42), np.int64(44), np.int64(14), np.int64(15), np.int64(20), np.int64(23), np.int64(30)}), frozenset({37, 7, 42, 44, 14, 17, 20, 23, 30}), frozenset({35, 37, 7, 42, 44, 14, 20, 23, 30})]",3,"[[np.int64(15), 17], [17, 35]]","[[15, 21, 19], [25, 17, 19], [15, 17, 21]]","[{26}, {29}, {13}]"
"[frozenset({np.int64(32), np.int64(36), np.int64(8), np.int64(41), np.int64(10), np.int64(15), np.int64(21), np.int64(28), np.int64(29)}), frozenset({32, 8, 41, 10, 15, 21, 25, 28, 29}), frozenset({32, 39, 8, 41, 10, 15, 21, 25, 29})]",3,"[[np.int64(36), 25], [28, 39]]","[[19, 17, 23], [19, 23, 15], [19, 15, 21]]","[{16}, {31}, {16}]"
"[frozenset({np.int64(32), np.int64(37), np.int64(40), np.int64(9), np.int64(11), np.int64(16), np.int64(20), np.int64(21), np.int64(28)}), frozenset({32, 37, 40, 9, 11, 14, 20, 21, 28}), frozenset({32, 35, 37, 40, 9, 11, 20, 21, 28})]",3,"[[np.int64(16), 14], [14, 35]]","[[19, 21, 15], [21, 17, 15], [19, 17, 25]]","[{36}, {29}, {13}]"
"[frozenset({32, 34, 8, 41, 44, 12, 46, 21, 30}), frozenset({32, 34, 8, 12, 44, 46, 17, 21, 30}), frozenset({32, 34, 8, 44, 12, 46, 16, 21, 30})]",3,"[[41, 17], [17, 16]]","[[17, 15, 21], [21, 15, 19], [17, 25, 19]]","[{13}, {24}, {31}]"
"[frozenset({np.int64(34), np.int64(10), np.int64(13), np.int64(14), np.int64(15), np.int64(45), np.int64(25), np.int64(28), np.int64(31)}), frozenset({34, 39, 10, 45, 14, 15, 13, 25, 31}), frozenset({34, 39, 10, 42, 45, 14, 15, 25, 31})]",3,"[[np.int64(28), 39], [13, 42]]","[[19, 17, 15], [19, 15, 17], [17, 15, 19]]","[{35}, {24}, {16}]"
"[frozenset({np.int64(36), np.int64(39), np.int64(10), np.int64(11), np.int64(42), np.int64(15), np.int64(21), np.int64(24), np.int64(27)}), frozenset({39, 10, 11, 42, 15, 21, 24, 27, 30}), frozenset({39, 10, 11, 42, 15, 21, 27, 29, 30})]",3,"[[np.int64(36), 30], [24, 29]]","[[19, 17, 23], [19, 25, 17], [19, 15, 21]]","[{16}, {31}, {16}]"
"[frozenset({np.int64(32), np.int64(37), np.int64(7), np.int64(40), np.int64(18), np.int64(20), np.int64(25), np.int64(28), np.int64(31)}), frozenset({32, 37, 7, 40, 16, 18, 20, 25, 28}), frozenset({37, 7, 40, 42, 16, 18, 20, 25, 28})]",3,"[[np.int64(31), 16], [32, 42]]","[[21, 17, 15], [17, 19, 15], [15, 19, 17]]","[{29}, {36}, {26}]"
"[frozenset({np.int64(32), np.int64(37), np.int64(40), np.int64(9), np.int64(11), np.int64(20), np.int64(21), np.int64(28), np.int64(31)}), frozenset({32, 37, 40, 9, 11, 16, 20, 21, 28}), frozenset({32, 35, 37, 40, 9, 11, 20, 21, 28})]",3,"[[np.int64(31), 16], [16, 35]]","[[21, 17, 15], [19, 21, 15], [19, 17, 25]]","[{29}, {36}, {13}]"
"[frozenset({np.int64(34), np.int64(39), np.int64(10), np.int64(42), np.int64(45), np.int64(14), np.int64(15), np.int64(25), np.int64(31)}), frozenset({34, 39, 10, 45, 14, 15, 17, 25, 31}), frozenset({34, 10, 45, 14, 15, 17, 25, 28, 31})]",3,"[[np.int64(42), 17], [39, 28]]","[[17, 15, 19], [19, 15, 17], [19, 17, 15]]","[{16}, {24}, {35}]"
"[frozenset({np.int64(34), np.int64(40), np.int64(10), np.int64(14), np.int64(15), np.int64(18), np.int64(21), np.int64(25), np.int64(31)}), frozenset({34, 40, 10, 14, 15, 18, 25, 30, 31}), frozenset({34, 40, 10, 12, 15, 18, 25, 30, 31})]",3,"[[np.int64(21), 30], [14, 12]]","[[19, 15, 17], [17, 15, 19], [15, 17, 19]]","[{24}, {16}, {17}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(10), np.int64(13), np.int64(46), np.int64(19), np.int64(21), np.int64(27), np.int64(30)}), frozenset({39, 8, 41, 10, 46, 19, 21, 27, 30}), frozenset({39, 8, 10, 46, 19, 21, 24, 27, 30})]",3,"[[np.int64(13), 41], [41, 24]]","[[21, 15, 17], [19, 15, 21], [19, 25, 17]]","[{29}, {16}, {31}]"
"[frozenset({np.int64(37), np.int64(40), np.int64(9), np.int64(11), np.int64(16), np.int64(20), np.int64(21), np.int64(27), np.int64(28)}), frozenset({37, 40, 9, 11, 20, 21, 27, 28, 31}), frozenset({35, 37, 40, 9, 11, 20, 21, 27, 28})]",3,"[[np.int64(16), 31], [31, 35]]","[[19, 21, 15], [21, 17, 15], [19, 17, 25]]","[{36}, {29}, {13}]"
"[frozenset({np.int64(39), np.int64(9), np.int64(42), np.int64(10), np.int64(45), np.int64(20), np.int64(22), np.int64(23), np.int64(30)}), frozenset({39, 9, 10, 42, 20, 22, 23, 24, 30}), frozenset({39, 9, 10, 42, 20, 22, 23, 26, 30})]",3,"[[np.int64(45), 24], [24, 26]]","[[15, 19, 21], [15, 21, 17], [25, 19, 17]]","[{17}, {31}, {29}]"
"[frozenset({np.int64(36), np.int64(39), np.int64(9), np.int64(10), np.int64(42), np.int64(20), np.int64(22), np.int64(23), np.int64(30)}), frozenset({39, 9, 10, 42, 20, 22, 23, 24, 30}), frozenset({39, 9, 10, 42, 20, 22, 23, 26, 30})]",3,"[[np.int64(36), 24], [24, 26]]","[[15, 19, 21], [15, 21, 17], [25, 19, 17]]","[{17}, {31}, {29}]"
"[frozenset({np.int64(34), np.int64(39), np.int64(42), np.int64(13), np.int64(15), np.int64(16), np.int64(22), np.int64(26), np.int64(30)}), frozenset({34, 39, 42, 13, 15, 16, 22, 25, 30}), frozenset({34, 39, 42, 13, 15, 22, 25, 26, 30})]",3,"[[np.int64(26), 25], [16, 26]]","[[23, 17, 19], [15, 23, 19], [21, 15, 19]]","[{24}, {31}, {24}]"
"[frozenset({np.int64(37), np.int64(39), np.int64(7), np.int64(42), np.int64(17), np.int64(18), np.int64(23), np.int64(24), np.int64(30)}), frozenset({37, 7, 39, 42, 17, 18, 20, 23, 30}), frozenset({37, 39, 7, 42, 13, 18, 20, 23, 30})]",3,"[[np.int64(24), 20], [17, 13]]","[[17, 23, 19], [25, 17, 19], [15, 21, 19]]","[{26}, {29}, {26}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(8), np.int64(41), np.int64(10), np.int64(15), np.int64(21), np.int64(25)}), frozenset({32, 34, 8, 41, 10, 15, 21, 24, 25}), frozenset({32, 34, 36, 8, 41, 10, 15, 21, 24})]",3,"[[np.int64(36), 24], [25, 36]]","[[19, 15, 21], [19, 23, 15], [19, 17, 23]]","[{16}, {31}, {16}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(9), np.int64(41), np.int64(11), np.int64(12), np.int64(20), np.int64(21), np.int64(28)}), frozenset({32, 34, 9, 41, 11, 20, 21, 26, 28}), frozenset({32, 34, 36, 41, 9, 11, 20, 21, 28})]",3,"[[np.int64(12), 26], [26, 36]]","[[17, 21, 15], [21, 19, 15], [17, 19, 25]]","[{31}, {35}, {13}]"
"[frozenset({np.int64(32), np.int64(37), np.int64(10), np.int64(12), np.int64(13), np.int64(45), np.int64(18), np.int64(25), np.int64(29)}), frozenset({37, 41, 10, 12, 45, 13, 18, 25, 29}), frozenset({37, 41, 10, 12, 45, 18, 25, 29, 31})]",3,"[[np.int64(32), 41], [13, 31]]","[[17, 19, 15], [15, 19, 17], [15, 17, 19]]","[{36}, {26}, {17}]"
"[frozenset({np.int64(34), np.int64(39), np.int64(10), np.int64(42), np.int64(15), np.int64(21), np.int64(22), np.int64(25), np.int64(30)}), frozenset({34, 39, 10, 42, 15, 16, 22, 25, 30}), frozenset({34, 39, 10, 42, 15, 16, 22, 26, 30})]",3,"[[np.int64(21), 16], [25, 26]]","[[21, 15, 19], [15, 23, 19], [23, 17, 19]]","[{24}, {31}, {24}]"
"[frozenset({np.int64(37), np.int64(41), np.int64(10), np.int64(11), np.int64(15), np.int64(18), np.int64(25), np.int64(29), np.int64(30)}), frozenset({37, 7, 41, 10, 15, 18, 25, 29, 30}), frozenset({37, 7, 41, 10, 15, 18, 24, 25, 29})]",3,"[[np.int64(11), 7], [30, 24]]","[[17, 15, 19], [15, 17, 19], [15, 19, 17]]","[{16}, {17}, {26}]"
"[frozenset({np.int64(34), np.int64(39), np.int64(42), np.int64(12), np.int64(13), np.int64(15), np.int64(22), np.int64(26), np.int64(30)}), frozenset({34, 39, 42, 12, 13, 15, 22, 25, 30}), frozenset({34, 39, 42, 13, 15, 22, 25, 26, 30})]",3,"[[np.int64(26), 25], [12, 26]]","[[23, 17, 19], [15, 23, 19], [21, 15, 19]]","[{24}, {31}, {24}]"
"[frozenset({np.int64(34), np.int64(35), np.int64(37), np.int64(40), np.int64(9), np.int64(10), np.int64(15), np.int64(18), np.int64(25)}), frozenset({34, 35, 37, 40, 10, 11, 15, 18, 25}), frozenset({34, 37, 40, 10, 11, 13, 15, 18, 25})]",3,"[[np.int64(9), 11], [35, 13]]","[[15, 17, 19], [17, 15, 19], [19, 15, 17]]","[{17}, {16}, {24}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(37), np.int64(45), np.int64(13), np.int64(18), np.int64(19), np.int64(25), np.int64(31)}), frozenset({32, 34, 37, 45, 13, 18, 19, 20, 25}), frozenset({34, 37, 45, 13, 46, 18, 19, 20, 25})]",3,"[[np.int64(31), 20], [32, 46]]","[[19, 17, 15], [17, 19, 15], [15, 19, 17]]","[{35}, {36}, {26}]"
"[frozenset({np.int64(37), np.int64(39), np.int64(7), np.int64(42), np.int64(14), np.int64(15), np.int64(20), np.int64(23), np.int64(30)}), frozenset({37, 39, 7, 42, 14, 17, 20, 23, 30}), frozenset({35, 37, 7, 39, 42, 14, 20, 23, 30})]",3,"[[np.int64(15), 17], [17, 35]]","[[15, 21, 19], [25, 17, 19], [15, 17, 21]]","[{26}, {29}, {13}]"
"[frozenset({39, 9, 42, 10, 18, 19, np.int64(25), 30, np.int64(31)}), frozenset({39, 10, 42, 14, 18, 19, 25, 30, 31}), frozenset({39, 10, 42, 14, 18, 19, 21, 25, 30})]",3,"[[9, 14], [31, 21]]","[[15, 17, 19], [17, 15, 19], [21, 15, 17]]","[{17}, {16}, {29}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(9), np.int64(11), np.int64(45), np.int64(17), np.int64(20), np.int64(28)}), frozenset({32, 34, 36, 9, 11, 45, 20, 21, 28}), frozenset({32, 34, 9, 11, 45, 20, 21, 28, 31})]",3,"[[np.int64(17), 21], [36, 31]]","[[23, 19, 17], [17, 19, 25], [21, 19, 15]]","[{35}, {13}, {35}]"
"[frozenset({np.int64(7), np.int64(42), np.int64(10), np.int64(44), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(30)}), frozenset({36, 7, 10, 42, 44, 20, 22, 23, 30}), frozenset({7, 10, 42, 44, 20, 22, 23, 26, 30})]",3,"[[np.int64(24), 36], [36, 26]]","[[15, 21, 17], [15, 19, 21], [25, 19, 17]]","[{31}, {17}, {29}]"
"[frozenset({np.int64(34), np.int64(35), np.int64(40), np.int64(10), np.int64(45), np.int64(14), np.int64(15), np.int64(25), np.int64(31)}), frozenset({34, 40, 10, 45, 14, 15, 21, 25, 31}), frozenset({34, 10, 45, 14, 15, 21, 25, 28, 31})]",3,"[[np.int64(35), 21], [40, 28]]","[[17, 15, 19], [19, 15, 17], [19, 17, 15]]","[{16}, {24}, {35}]"
"[frozenset({np.int64(34), np.int64(39), np.int64(8), np.int64(12), np.int64(45), np.int64(21), np.int64(25), np.int64(27), np.int64(29)}), frozenset({34, 39, 8, 12, 45, 21, 25, 27, 31}), frozenset({34, 8, 12, 45, 21, 25, 27, 28, 31})]",3,"[[np.int64(29), 31], [39, 28]]","[[17, 15, 21], [19, 15, 17], [19, 17, 15]]","[{13}, {24}, {35}]"
"[frozenset({np.int64(39), np.int64(10), np.int64(42), np.int64(12), np.int64(13), np.int64(15), np.int64(22), np.int64(25), np.int64(30)}), frozenset({36, 39, 10, 42, 12, 15, 22, 25, 30}), frozenset({36, 39, 10, 11, 42, 15, 22, 25, 30})]",3,"[[np.int64(13), 36], [12, 11]]","[[15, 21, 17], [15, 17, 19], [17, 15, 19]]","[{31}, {17}, {16}]"
"[frozenset({np.int64(37), np.int64(10), np.int64(12), np.int64(45), np.int64(46), np.int64(44), np.int64(18), np.int64(25), np.int64(29)}), frozenset({37, 10, 12, 45, 46, 18, 20, 25, 29}), frozenset({37, 10, 12, 45, 18, 20, 25, 27, 29})]",3,"[[np.int64(44), 20], [46, 27]]","[[15, 17, 19], [15, 19, 17], [17, 19, 15]]","[{17}, {26}, {36}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(41), np.int64(10), np.int64(14), np.int64(15), np.int64(18), np.int64(25), np.int64(30)}), frozenset({34, 37, 41, 10, 12, 15, 18, 25, 30}), frozenset({34, 37, 41, 10, 12, 15, 18, 24, 25})]",3,"[[np.int64(14), 12], [30, 24]]","[[17, 15, 19], [15, 17, 19], [15, 19, 17]]","[{16}, {17}, {26}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(41), np.int64(11), np.int64(15), np.int64(19), np.int64(20), np.int64(21), np.int64(25)}), frozenset({32, 34, 41, 11, 13, 15, 19, 21, 25}), frozenset({32, 34, 41, 11, 44, 13, 15, 21, 25})]",3,"[[np.int64(20), 13], [19, 44]]","[[17, 21, 15], [19, 17, 15], [19, 15, 17]]","[{31}, {35}, {24}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(9), np.int64(41), np.int64(11), np.int64(20), np.int64(21), np.int64(26), np.int64(28)}), frozenset({32, 34, 9, 41, 11, 12, 20, 21, 28}), frozenset({32, 34, 36, 41, 9, 11, 20, 21, 28})]",3,"[[np.int64(26), 12], [12, 36]]","[[21, 19, 15], [17, 21, 15], [17, 19, 25]]","[{35}, {31}, {13}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(42), np.int64(14), np.int64(15), np.int64(20), np.int64(25), np.int64(28)}), frozenset({37, 7, 40, 14, 15, 20, 25, 27, 28}), frozenset({37, 7, 40, 14, 20, 25, 27, 28, 31}), frozenset({37, 7, 40, 42, 14, 20, 25, 28, 31})]",4,"[[np.int64(42), 27], [15, 31], [27, 42]]","[[15, 19, 17], [17, 19, 15], [21, 17, 15], [15, 17, 21]]","[{26}, {36}, {29}, {13}]"
"[frozenset({np.int64(35), np.int64(39), np.int64(7), np.int64(10), np.int64(42), np.int64(20), np.int64(22), np.int64(23), np.int64(30)}), frozenset({7, 39, 42, 10, 15, 20, 22, 23, 30}), frozenset({39, 7, 42, 10, 20, 22, 23, 26, 30})]",3,"[[np.int64(35), 15], [15, 26]]","[[15, 19, 21], [15, 21, 17], [25, 19, 17]]","[{17}, {31}, {29}]"
"[frozenset({np.int64(32), np.int64(37), np.int64(40), np.int64(9), np.int64(8), np.int64(12), np.int64(20), np.int64(21), np.int64(28)}), frozenset({32, 37, 8, 40, 9, 17, 20, 21, 28}), frozenset({32, 35, 37, 8, 9, 40, 20, 21, 28})]",3,"[[np.int64(12), 17], [17, 35]]","[[19, 21, 15], [21, 17, 15], [19, 17, 25]]","[{36}, {29}, {13}]"
"[frozenset({np.int64(35), np.int64(39), np.int64(8), np.int64(10), np.int64(42), np.int64(19), np.int64(22), np.int64(25), np.int64(30)}), frozenset({35, 39, 9, 10, 42, 19, 22, 25, 30}), frozenset({39, 9, 10, 42, 13, 19, 22, 25, 30}), frozenset({39, 10, 42, 13, 19, 21, 22, 25, 30})]",4,"[[np.int64(8), 9], [35, 13], [9, 21]]","[[17, 15, 19], [15, 17, 19], [15, 21, 17], [21, 15, 17]]","[{16}, {17}, {31}, {29}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(10), np.int64(45), np.int64(46), np.int64(19), np.int64(21), np.int64(27), np.int64(30)}), frozenset({39, 8, 10, 13, 46, 19, 21, 27, 30}), frozenset({39, 8, 10, 46, 19, 21, 24, 27, 30})]",3,"[[np.int64(45), 13], [13, 24]]","[[19, 15, 21], [21, 15, 17], [19, 25, 17]]","[{16}, {29}, {31}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(42), np.int64(44), np.int64(14), np.int64(19), np.int64(20), np.int64(23), np.int64(30)}), frozenset({37, 7, 42, 44, 14, 17, 20, 23, 30}), frozenset({35, 37, 7, 42, 44, 14, 20, 23, 30})]",3,"[[np.int64(19), 17], [17, 35]]","[[15, 21, 19], [25, 17, 19], [15, 17, 21]]","[{26}, {29}, {13}]"
