barrier_sequence,sequence_length,reward_path_lengths,choice_points
"[frozenset({39, 10, 12, 46, 18, 23, 25, 26, 30}), frozenset({37, 39, 10, 12, 46, 18, 23, 25, 30}), frozenset({37, 39, 10, 12, 46, 18, 24, 25, 30})]",3,"[[23, 17, 17], [15, 17, 19], [15, 21, 19]]","[{29}, {17, 26, 29}, {26}]"
"[frozenset({40, 9, 14, 17, 18, 20, 22, 28, 31}), frozenset({35, 40, 9, 14, 18, 20, 22, 28, 31})]",2,"[[21, 17, 15], [17, 17, 23]]","[{29}, {13}]"
"[frozenset({35, 36, 9, 10, 42, 18, 20, 28, 30})]",1,"[[15, 19, 21]]",[{17}]
"[frozenset({32, 34, 8, 40, 10, 15, 18, 25, 31}), frozenset({34, 35, 8, 40, 10, 15, 18, 25, 31}), frozenset({34, 35, 40, 10, 12, 15, 18, 25, 31}), frozenset({34, 40, 10, 12, 15, 18, 22, 25, 31})]",4,"[[19, 15, 17], [17, 15, 19], [15, 17, 19], [21, 17, 17]]","[{24}, {16}, {17}, {24}]"
"[frozenset({40, 9, 10, 45, 20, 21, 27, 28, 31}), frozenset({35, 40, 9, 10, 45, 20, 27, 28, 31})]",2,"[[23, 19, 15], [17, 19, 23]]","[{29}, {17}]"
"[frozenset({36, 9, 41, 44, 17, 18, 20, 27, 28})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({32, 41, 11, 12, 45, 46, 20, 21, 29})]",1,"[[17, 21, 15]]",[{31}]
"[frozenset({34, 39, 8, 42, 11, 15, 17, 25, 30})]",1,"[[21, 15, 19]]",[{24}]
"[frozenset({37, 9, 10, 44, 15, 18, 25, 27, 29}), frozenset({37, 8, 10, 44, 15, 18, 25, 27, 29})]",2,"[[17, 17, 21], [19, 15, 21]]","[{17}, {16}]"
"[frozenset({32, 36, 8, 40, 9, 11, 17, 20, 28}), frozenset({32, 36, 8, 40, 9, 11, 20, 21, 28}), frozenset({32, 37, 8, 40, 9, 11, 20, 21, 28}), frozenset({32, 37, 40, 9, 11, 16, 20, 21, 28}), frozenset({32, 37, 40, 9, 11, 20, 21, 28, 31}), frozenset({32, 35, 37, 40, 9, 11, 20, 28, 31})]",6,"[[23, 17, 17], [17, 17, 23], [19, 17, 15], [19, 21, 15], [21, 17, 15], [17, 17, 23]]","[{29}, {13}, {13, 36, 29}, {36}, {29}, {13}]"
"[frozenset({32, 34, 41, 10, 12, 18, 21, 23, 28})]",1,"[[19, 19, 15]]","[{35, 20, 30}]"
"[frozenset({32, 35, 8, 9, 41, 46, 20, 21, 28}), frozenset({32, 34, 8, 9, 41, 46, 20, 21, 28}), frozenset({32, 34, 8, 9, 41, 18, 20, 21, 28}), frozenset({32, 34, 8, 9, 41, 12, 20, 21, 28}), frozenset({32, 34, 36, 8, 41, 9, 12, 21, 28})]",5,"[[17, 17, 23], [17, 19, 15], [21, 19, 15], [17, 21, 15], [17, 17, 23]]","[{13}, {35, 13, 31}, {35}, {31}, {13}]"
"[frozenset({32, 41, 10, 11, 45, 15, 20, 21, 29}), frozenset({32, 41, 10, 11, 45, 15, 21, 29, 30})]",2,"[[19, 23, 15], [19, 15, 21]]","[{31}, {16}]"
"[frozenset({37, 7, 39, 42, 11, 17, 19, 24, 30})]",1,"[[17, 23, 19]]",[{26}]
"[frozenset({36, 7, 9, 11, 44, 46, 17, 20, 23})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({32, 39, 41, 10, 11, 19, 21, 27, 30}), frozenset({32, 39, 10, 11, 46, 19, 21, 27, 30}), frozenset({39, 10, 11, 46, 19, 21, 24, 27, 30}), frozenset({39, 10, 11, 13, 46, 19, 21, 27, 30}), frozenset({39, 10, 11, 13, 46, 19, 24, 27, 30})]",5,"[[19, 15, 21], [19, 15, 17], [19, 25, 17], [21, 15, 17], [17, 23, 17]]","[{16}, {16, 29, 31}, {31}, {29}, {31}]"
"[frozenset({34, 37, 40, 10, 13, 15, 18, 21, 25})]",1,"[[19, 15, 17]]",[{24}]
"[frozenset({35, 37, 9, 11, 44, 14, 20, 26, 28})]",1,"[[17, 17, 23]]",[{13}]
"[frozenset({34, 35, 36, 8, 9, 42, 12, 21, 27})]",1,"[[17, 15, 21]]",[{13}]
"[frozenset({32, 35, 37, 9, 11, 44, 16, 21, 29})]",1,"[[19, 23, 17]]",[{36}]
"[frozenset({32, 40, 9, 11, 14, 20, 25, 28, 31}), frozenset({32, 35, 40, 9, 11, 14, 20, 28, 31})]",2,"[[21, 17, 15], [17, 17, 23]]","[{29}, {13}]"
"[frozenset({34, 36, 9, 42, 13, 16, 22, 23, 30})]",1,"[[15, 19, 19]]",[{21}]
"[frozenset({35, 37, 7, 41, 14, 46, 20, 23, 25}), frozenset({34, 37, 7, 41, 14, 46, 20, 23, 25}), frozenset({34, 37, 7, 41, 14, 46, 17, 20, 23})]",3,"[[15, 17, 21], [15, 19, 17], [23, 19, 17]]","[{13}, {26, 35, 13}, {35}]"
"[frozenset({32, 36, 8, 41, 10, 19, 21, 27, 29}), frozenset({32, 8, 41, 10, 19, 21, 25, 27, 29}), frozenset({32, 34, 8, 41, 10, 19, 21, 25, 27})]",3,"[[19, 17, 23], [19, 23, 15], [19, 17, 15]]","[{16}, {31}, {16, 35, 31}]"
"[frozenset({32, 34, 35, 11, 45, 46, 15, 16, 21})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({32, 8, 44, 13, 46, 15, 18, 24, 30})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({8, 42, 12, 44, 16, 18, 23, 26, 30})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({35, 8, 11, 12, 45, 46, 16, 21, 27})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({36, 39, 41, 10, 11, 19, 21, 25, 27})]",1,"[[19, 15, 21]]",[{16}]
"[frozenset({39, 42, 10, 44, 14, 19, 21, 26, 30})]",1,"[[21, 15, 17]]",[{29}]
"[frozenset({32, 34, 8, 40, 12, 45, 21, 25, 31}), frozenset({32, 34, 8, 12, 45, 21, 23, 25, 31}), frozenset({32, 34, 8, 12, 45, 21, 23, 25, 30}), frozenset({32, 34, 37, 8, 12, 45, 21, 25, 30}), frozenset({32, 34, 37, 8, 12, 45, 16, 21, 25})]",5,"[[19, 15, 17], [19, 17, 15], [17, 17, 23], [19, 15, 23], [19, 21, 15]]","[{24}, {35}, {13}, {13}, {36}]"
"[frozenset({32, 8, 9, 41, 12, 21, 25, 28, 29}), frozenset({32, 8, 9, 41, 12, 44, 21, 25, 29}), frozenset({32, 8, 9, 41, 12, 44, 16, 21, 29})]",3,"[[17, 21, 15], [17, 15, 21], [17, 23, 17]]","[{31}, {13}, {31}]"
"[frozenset({34, 8, 41, 12, 15, 21, 27, 29, 30})]",1,"[[17, 15, 21]]",[{13}]
"[frozenset({39, 10, 42, 14, 15, 18, 25, 27, 29}), frozenset({39, 42, 10, 12, 15, 18, 25, 27, 29})]",2,"[[17, 15, 19], [15, 17, 19]]","[{16}, {17}]"
"[frozenset({37, 8, 45, 20, 21, 23, 24, 27, 28})]",1,"[[19, 21, 15]]",[{36}]
"[frozenset({37, 42, 45, 13, 18, 19, 23, 25, 29}), frozenset({37, 13, 45, 18, 19, 22, 23, 25, 29})]",2,"[[15, 19, 17], [17, 19, 15]]","[{26}, {36}]"
"[frozenset({32, 34, 37, 39, 8, 12, 21, 29, 30}), frozenset({32, 34, 37, 39, 8, 12, 16, 21, 29})]",2,"[[19, 15, 23], [19, 23, 17]]","[{13}, {36}]"
"[frozenset({7, 39, 42, 10, 15, 22, 24, 27, 30})]",1,"[[15, 21, 17]]",[{31}]
"[frozenset({32, 34, 11, 45, 46, 15, 16, 21, 25})]",1,"[[17, 21, 15]]",[{31}]
"[frozenset({39, 42, 12, 44, 16, 23, 26, 27, 30})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({7, 39, 11, 46, 18, 20, 23, 25, 31})]",1,"[[15, 17, 21]]",[{13}]
"[frozenset({34, 37, 7, 39, 14, 46, 16, 18, 25})]",1,"[[15, 21, 19]]",[{26}]
"[frozenset({37, 7, 11, 45, 20, 21, 27, 28, 29}), frozenset({37, 7, 40, 11, 45, 20, 21, 27, 28}), frozenset({35, 7, 40, 11, 45, 20, 21, 27, 28}), frozenset({7, 40, 11, 45, 20, 21, 27, 28, 31}), frozenset({35, 7, 40, 11, 45, 20, 27, 28, 31})]",5,"[[19, 21, 15], [19, 17, 15], [17, 17, 23], [21, 17, 15], [17, 17, 23]]","[{36}, {13, 36, 29}, {13}, {29}, {13}]"
"[frozenset({37, 41, 44, 13, 15, 16, 18, 25, 28})]",1,"[[15, 19, 17]]",[{26}]
"[frozenset({32, 37, 7, 40, 16, 18, 20, 25, 28}), frozenset({37, 7, 40, 42, 16, 18, 20, 25, 28}), frozenset({37, 7, 40, 42, 18, 20, 21, 25, 28}), frozenset({37, 7, 40, 10, 18, 20, 21, 25, 28}), frozenset({36, 37, 7, 40, 10, 18, 20, 25, 28})]",5,"[[17, 19, 15], [15, 19, 17], [23, 17, 17], [23, 19, 15], [15, 19, 21]]","[{36}, {26}, {29}, {29}, {17}]"
"[frozenset({34, 39, 41, 10, 11, 15, 21, 27, 30})]",1,"[[19, 15, 21]]",[{16}]
"[frozenset({36, 8, 11, 12, 45, 21, 23, 27, 29})]",1,"[[17, 17, 23]]",[{13}]
"[frozenset({35, 37, 8, 9, 11, 44, 16, 21, 27})]",1,"[[19, 23, 17]]",[{36}]
"[frozenset({39, 42, 10, 18, 19, 22, 26, 27, 30}), frozenset({39, 10, 42, 18, 19, 22, 24, 27, 30})]",2,"[[21, 15, 17], [15, 21, 17]]","[{29}, {31}]"
"[frozenset({32, 34, 40, 10, 14, 15, 20, 27, 31}), frozenset({32, 34, 40, 10, 14, 15, 25, 27, 31})]",2,"[[19, 21, 17], [19, 15, 17]]","[{30}, {24}]"
"[frozenset({37, 41, 13, 16, 18, 23, 25, 28, 29})]",1,"[[15, 19, 17]]",[{26}]
"[frozenset({34, 39, 8, 9, 45, 15, 25, 27, 31}), frozenset({34, 8, 9, 45, 15, 19, 25, 27, 31})]",2,"[[19, 15, 17], [19, 17, 15]]","[{24}, {35}]"
"[frozenset({39, 7, 42, 17, 20, 22, 23, 27, 30}), frozenset({39, 7, 10, 42, 20, 22, 23, 27, 30}), frozenset({35, 7, 39, 10, 42, 20, 22, 23, 30}), frozenset({7, 39, 42, 10, 15, 20, 22, 23, 30}), frozenset({39, 7, 42, 10, 15, 21, 22, 23, 30})]",5,"[[23, 17, 17], [15, 19, 17], [15, 19, 21], [15, 21, 17], [23, 17, 17]]","[{29}, {17, 29, 31}, {17}, {31}, {29}]"
"[frozenset({39, 10, 46, 19, 22, 23, 26, 27, 30})]",1,"[[21, 15, 17]]",[{29}]
"[frozenset({32, 34, 7, 41, 10, 15, 21, 23, 26})]",1,"[[19, 19, 15]]","[{35, 20, 30}]"
"[frozenset({32, 8, 41, 12, 44, 45, 16, 21, 29}), frozenset({32, 8, 41, 12, 45, 44, 21, 25, 29}), frozenset({32, 8, 41, 12, 45, 21, 23, 25, 29}), frozenset({32, 36, 8, 41, 12, 45, 21, 23, 29})]",4,"[[17, 23, 17], [17, 15, 21], [17, 21, 15], [17, 17, 23]]","[{31}, {13}, {31}, {13}]"
"[frozenset({32, 37, 8, 11, 12, 45, 16, 21, 29}), frozenset({32, 37, 8, 11, 12, 45, 21, 29, 30})]",2,"[[19, 21, 15], [19, 15, 23]]","[{36}, {13}]"
"[frozenset({37, 10, 12, 45, 46, 16, 18, 25, 28}), frozenset({32, 37, 10, 12, 45, 16, 18, 25, 28})]",2,"[[15, 19, 17], [17, 19, 15]]","[{26}, {36}]"
"[frozenset({37, 40, 10, 20, 22, 24, 25, 27, 28})]",1,"[[17, 19, 15]]",[{36}]
"[frozenset({34, 39, 10, 42, 12, 15, 18, 21, 30}), frozenset({34, 37, 39, 10, 42, 15, 18, 21, 30}), frozenset({34, 37, 39, 10, 42, 15, 18, 20, 30}), frozenset({34, 37, 39, 10, 42, 14, 15, 18, 20})]",4,"[[23, 17, 19], [23, 15, 21], [15, 23, 21], [17, 21, 19]]","[{24}, {24}, {26}, {26, 21, 30}]"
"[frozenset({37, 41, 10, 11, 14, 15, 20, 25, 28})]",1,"[[17, 21, 17]]",[{26}]
"[frozenset({40, 9, 46, 14, 17, 18, 20, 23, 31})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({32, 39, 8, 10, 13, 46, 15, 24, 30})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({34, 37, 45, 13, 15, 22, 23, 25, 29}), frozenset({34, 37, 45, 13, 15, 22, 23, 25, 26}), frozenset({34, 37, 40, 13, 45, 15, 22, 25, 26}), frozenset({34, 37, 7, 40, 13, 45, 15, 22, 25})]",4,"[[17, 19, 15], [19, 17, 15], [19, 15, 17], [17, 21, 17]]","[{36}, {35}, {24}, {36}]"
"[frozenset({37, 7, 41, 13, 18, 20, 24, 25, 29})]",1,"[[15, 19, 17]]",[{26}]
"[frozenset({9, 44, 46, 17, 18, 22, 23, 24, 30}), frozenset({9, 44, 46, 17, 18, 20, 22, 23, 30})]",2,"[[17, 23, 17], [23, 17, 17]]","[{31}, {29}]"
"[frozenset({35, 40, 9, 10, 20, 23, 26, 27, 31})]",1,"[[17, 19, 23]]",[{17}]
"[frozenset({37, 10, 42, 45, 18, 23, 25, 28, 29}), frozenset({32, 37, 10, 45, 18, 23, 25, 28, 29})]",2,"[[15, 19, 17], [17, 19, 15]]","[{26}, {36}]"
"[frozenset({34, 37, 40, 10, 44, 14, 15, 25, 30}), frozenset({32, 34, 37, 40, 10, 44, 14, 15, 25}), frozenset({32, 34, 37, 40, 10, 14, 15, 25, 29}), frozenset({32, 34, 37, 40, 10, 14, 15, 20, 25}), frozenset({34, 37, 40, 10, 42, 14, 15, 20, 25}), frozenset({34, 37, 40, 10, 42, 14, 15, 21, 25})]",6,"[[17, 15, 19], [19, 15, 17], [19, 15, 21], [19, 23, 17], [17, 23, 19], [21, 15, 19]]","[{16}, {16, 24, 36}, {16}, {36}, {26}, {24}]"
"[frozenset({32, 39, 9, 11, 46, 16, 23, 26, 30}), frozenset({32, 39, 9, 11, 46, 16, 21, 23, 30})]",2,"[[23, 17, 17], [17, 23, 17]]","[{29}, {31}]"
"[frozenset({37, 7, 40, 18, 20, 21, 22, 23, 28})]",1,"[[21, 17, 15]]",[{29}]
"[frozenset({7, 41, 11, 45, 18, 20, 25, 28, 31})]",1,"[[15, 17, 21]]",[{13}]
"[frozenset({37, 42, 10, 44, 14, 15, 24, 25, 30}), frozenset({34, 37, 10, 42, 44, 14, 15, 25, 30}), frozenset({34, 37, 10, 42, 44, 13, 14, 15, 25}), frozenset({34, 37, 10, 42, 44, 14, 15, 20, 25})]",4,"[[17, 23, 19], [17, 15, 19], [21, 15, 19], [17, 23, 19]]","[{26}, {16}, {24}, {26}]"
"[frozenset({7, 10, 45, 46, 15, 18, 25, 29, 31}), frozenset({10, 45, 46, 15, 14, 18, 25, 29, 31})]",2,"[[15, 17, 19], [17, 15, 19]]","[{17}, {16}]"
"[frozenset({37, 7, 41, 9, 46, 14, 19, 25, 29})]",1,"[[15, 19, 17]]",[{26}]
"[frozenset({35, 37, 7, 10, 44, 18, 20, 23, 30})]",1,"[[15, 19, 21]]",[{17}]
"[frozenset({34, 37, 10, 45, 19, 21, 25, 26, 27})]",1,"[[19, 17, 15]]",[{35}]
"[frozenset({34, 37, 8, 13, 45, 15, 19, 25, 27}), frozenset({34, 37, 8, 44, 13, 45, 15, 25, 27})]",2,"[[19, 17, 15], [19, 15, 17]]","[{35}, {24}]"
"[frozenset({32, 34, 8, 10, 13, 45, 19, 21, 25}), frozenset({32, 34, 36, 8, 10, 45, 19, 21, 25})]",2,"[[19, 17, 15], [19, 17, 23]]","[{35}, {16}]"
"[frozenset({32, 34, 40, 10, 44, 15, 21, 25, 26})]",1,"[[19, 15, 17]]",[{24}]
"[frozenset({32, 34, 41, 10, 12, 44, 25, 26, 27}), frozenset({32, 34, 41, 10, 12, 23, 25, 26, 27})]",2,"[[21, 17, 17], [21, 19, 15]]","[{24}, {35}]"
"[frozenset({39, 8, 9, 42, 11, 16, 21, 27, 30})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({39, 7, 9, 11, 46, 17, 20, 23, 31})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({39, 9, 10, 42, 21, 22, 23, 25, 30}), frozenset({39, 9, 42, 10, 22, 23, 24, 25, 30}), frozenset({35, 39, 9, 10, 42, 22, 23, 25, 30}), frozenset({39, 9, 42, 10, 20, 22, 23, 25, 30}), frozenset({39, 9, 42, 17, 20, 22, 23, 25, 30})]",5,"[[23, 17, 17], [15, 21, 17], [15, 17, 19], [15, 19, 17], [23, 17, 17]]","[{29}, {31}, {17}, {17, 29, 31}, {29}]"
"[frozenset({34, 37, 40, 10, 11, 15, 20, 22, 26}), frozenset({34, 37, 40, 10, 11, 15, 22, 25, 26}), frozenset({34, 37, 40, 10, 11, 15, 22, 25, 30}), frozenset({34, 37, 7, 40, 10, 15, 22, 25, 30}), frozenset({34, 37, 7, 40, 10, 15, 21, 22, 25}), frozenset({34, 37, 7, 40, 10, 15, 20, 22, 25})]",6,"[[19, 21, 17], [19, 15, 17], [19, 15, 21], [17, 17, 21], [21, 17, 17], [17, 21, 17]]","[{30}, {24}, {16}, {17}, {24}, {36}]"
"[frozenset({39, 42, 10, 12, 16, 20, 22, 23, 30}), frozenset({39, 42, 10, 12, 16, 22, 23, 26, 30})]",2,"[[15, 21, 17], [23, 17, 17]]","[{31}, {29}]"
"[frozenset({32, 39, 11, 13, 46, 19, 25, 27, 30}), frozenset({32, 39, 11, 13, 46, 19, 24, 27, 30})]",2,"[[21, 15, 17], [17, 23, 17]]","[{29}, {31}]"
"[frozenset({32, 34, 39, 41, 44, 13, 15, 25, 26})]",1,"[[19, 15, 17]]",[{24}]
"[frozenset({34, 39, 8, 42, 12, 46, 21, 27, 30}), frozenset({34, 39, 8, 42, 12, 16, 21, 27, 30}), frozenset({34, 39, 8, 42, 12, 21, 22, 27, 30}), frozenset({34, 35, 39, 8, 42, 12, 21, 27, 30}), frozenset({34, 35, 39, 8, 42, 12, 16, 21, 27})]",5,"[[17, 15, 19], [17, 25, 19], [21, 15, 19], [17, 15, 21], [17, 23, 17]]","[{24, 13, 31}, {31}, {24}, {13}, {31}]"
"[frozenset({32, 34, 7, 41, 10, 18, 19, 21, 24})]",1,"[[19, 19, 15]]",[{30}]
"[frozenset({39, 7, 42, 13, 16, 18, 20, 22, 30})]",1,"[[15, 21, 17]]",[{31}]
"[frozenset({34, 36, 37, 9, 45, 17, 18, 20, 28})]",1,"[[23, 19, 17]]",[{35}]
"[frozenset({37, 13, 45, 16, 20, 22, 23, 25, 29})]",1,"[[17, 19, 15]]",[{36}]
"[frozenset({34, 37, 7, 41, 44, 13, 16, 18, 25})]",1,"[[15, 21, 19]]",[{26}]
"[frozenset({34, 37, 42, 44, 13, 14, 15, 25, 30}), frozenset({34, 37, 10, 42, 44, 14, 15, 25, 30}), frozenset({37, 42, 10, 44, 14, 15, 24, 25, 30})]",3,"[[23, 15, 21], [17, 15, 19], [17, 23, 19]]","[{24}, {16}, {26}]"
"[frozenset({39, 11, 13, 46, 18, 19, 23, 25, 30})]",1,"[[21, 15, 17]]",[{29}]
"[frozenset({39, 8, 9, 45, 15, 21, 25, 27, 29})]",1,"[[17, 15, 21]]",[{13}]
"[frozenset({37, 10, 45, 13, 22, 24, 25, 28, 29})]",1,"[[17, 19, 15]]",[{36}]
"[frozenset({32, 34, 37, 8, 45, 19, 20, 21, 25}), frozenset({32, 34, 37, 8, 10, 45, 19, 21, 25}), frozenset({32, 34, 37, 8, 10, 45, 19, 24, 25}), frozenset({32, 34, 37, 8, 10, 45, 19, 25, 30})]",4,"[[19, 21, 15], [19, 17, 15], [19, 21, 15], [19, 17, 23]]","[{36}, {35}, {36}, {16}]"
"[frozenset({36, 9, 42, 11, 44, 20, 21, 27, 28}), frozenset({36, 9, 42, 11, 44, 17, 20, 27, 28})]",2,"[[17, 17, 23], [23, 17, 17]]","[{13}, {29}]"
"[frozenset({34, 37, 42, 11, 13, 45, 15, 23, 25}), frozenset({34, 37, 40, 42, 11, 13, 45, 15, 25})]",2,"[[21, 17, 17], [21, 15, 19]]","[{35}, {24}]"
"[frozenset({32, 40, 10, 11, 45, 15, 21, 25, 29})]",1,"[[19, 15, 21]]",[{16}]
"[frozenset({37, 10, 11, 44, 15, 22, 25, 29, 30}), frozenset({37, 9, 10, 44, 15, 22, 25, 29, 30})]",2,"[[19, 15, 21], [17, 17, 21]]","[{16}, {17}]"
"[frozenset({34, 37, 7, 41, 10, 18, 25, 28, 30}), frozenset({34, 37, 7, 41, 10, 45, 18, 25, 28}), frozenset({34, 37, 7, 10, 45, 18, 25, 26, 28}), frozenset({34, 37, 7, 10, 45, 18, 22, 25, 28}), frozenset({34, 37, 7, 10, 45, 22, 25, 28, 30})]",5,"[[15, 19, 21], [15, 19, 17], [21, 19, 15], [17, 19, 15], [17, 19, 23]]","[{17}, {17, 26, 35}, {35}, {17, 35, 36}, {17}]"
"[frozenset({32, 37, 7, 40, 9, 20, 25, 28, 31})]",1,"[[21, 17, 15]]",[{29}]
"[frozenset({9, 44, 13, 46, 15, 23, 26, 27, 30})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({37, 7, 9, 41, 44, 14, 17, 20, 28}), frozenset({37, 7, 41, 9, 44, 14, 20, 28, 30})]",2,"[[23, 17, 17], [15, 17, 21]]","[{29}, {13}]"
"[frozenset({35, 36, 7, 42, 46, 14, 20, 28, 31})]",1,"[[15, 17, 21]]",[{13}]
"[frozenset({37, 40, 9, 10, 45, 18, 20, 21, 28}), frozenset({35, 37, 40, 9, 10, 45, 18, 20, 28})]",2,"[[23, 19, 15], [15, 19, 21]]","[{29}, {17}]"
"[frozenset({35, 7, 10, 42, 45, 18, 20, 23, 28})]",1,"[[15, 19, 21]]",[{17}]
"[frozenset({34, 8, 12, 45, 15, 17, 23, 25, 31}), frozenset({34, 40, 8, 12, 45, 15, 17, 25, 31})]",2,"[[19, 17, 15], [19, 15, 17]]","[{35}, {24}]"
"[frozenset({34, 37, 8, 41, 13, 17, 19, 21, 25})]",1,"[[21, 17, 17]]",[{35}]
"[frozenset({34, 7, 42, 13, 45, 22, 23, 28, 30})]",1,"[[15, 19, 19]]",[{21}]
"[frozenset({37, 8, 12, 45, 16, 21, 25, 27, 29}), frozenset({37, 39, 8, 12, 45, 21, 25, 27, 29}), frozenset({34, 37, 39, 8, 12, 45, 21, 25, 27}), frozenset({34, 37, 8, 12, 45, 21, 25, 27, 28}), frozenset({34, 37, 8, 12, 45, 21, 27, 28, 30})]",5,"[[19, 21, 15], [19, 15, 23], [19, 15, 17], [19, 17, 15], [19, 17, 25]]","[{36}, {13}, {24, 36, 13}, {35, 36, 13}, {13}]"
"[frozenset({37, 10, 11, 45, 20, 24, 25, 27, 28})]",1,"[[19, 21, 15]]",[{36}]
"[frozenset({34, 7, 41, 11, 18, 20, 25, 28, 31}), frozenset({34, 37, 7, 41, 11, 18, 20, 25, 28}), frozenset({34, 37, 7, 41, 18, 20, 21, 25, 28})]",3,"[[15, 19, 23], [15, 19, 17], [23, 19, 17]]","[{13}, {26, 35, 13}, {35}]"
"[frozenset({42, 11, 12, 44, 16, 23, 26, 27, 30}), frozenset({42, 11, 44, 12, 16, 21, 23, 27, 30})]",2,"[[23, 17, 17], [17, 23, 17]]","[{29}, {31}]"
"[frozenset({32, 11, 44, 13, 46, 15, 24, 27, 30})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({39, 10, 44, 46, 18, 19, 21, 23, 30})]",1,"[[21, 15, 17]]",[{29}]
"[frozenset({8, 10, 11, 44, 15, 21, 27, 29, 30})]",1,"[[19, 15, 21]]",[{16}]
"[frozenset({35, 39, 9, 42, 11, 20, 21, 23, 27}), frozenset({35, 39, 9, 42, 11, 16, 21, 23, 27})]",2,"[[17, 17, 23], [17, 23, 17]]","[{13}, {31}]"
"[frozenset({32, 34, 45, 13, 14, 15, 18, 19, 25}), frozenset({32, 34, 44, 13, 45, 15, 14, 18, 25})]",2,"[[19, 17, 15], [19, 15, 17]]","[{35}, {24}]"
"[frozenset({37, 7, 40, 13, 46, 45, 18, 25, 28}), frozenset({37, 7, 40, 13, 45, 18, 22, 25, 28})]",2,"[[15, 19, 17], [17, 19, 15]]","[{26}, {36}]"
"[frozenset({36, 10, 11, 46, 15, 21, 25, 27, 29})]",1,"[[19, 15, 21]]",[{16}]
"[frozenset({32, 8, 9, 41, 15, 20, 21, 27, 29}), frozenset({32, 8, 9, 41, 15, 21, 27, 29, 30})]",2,"[[17, 21, 15], [17, 15, 21]]","[{31}, {13}]"
"[frozenset({9, 44, 46, 14, 20, 25, 26, 28, 30})]",1,"[[23, 17, 17]]",[{29}]
