barriers,len12,len13,len23,reward_path_lengths,path_length_difference,optimal_paths_12,optimal_paths_13,optimal_paths_23,optimal_paths_all,choice_points,num_choice_points,cycles,num_cycles,isomorphic_mazes
"{33, 35, 37, 9, 45, 13, 24, 26, 27}",17,21,21,"[17, 21, 21]",4,"[[1, 4, 6, 8, 11, 14, 17, 21, 25, 30, 36, 41, 46, 42, 47, 49, 2]]","[[1, 4, 6, 8, 11, 14, 17, 21, 25, 20, 16, 12, 15, 19, 23, 28, 34, 39, 43, 48, 3]]","[[2, 49, 47, 42, 46, 41, 36, 30, 25, 20, 16, 12, 15, 19, 23, 28, 34, 39, 43, 48, 3]]","[[1, 4, 6, 8, 11, 14, 17, 21, 25, 30, 36, 41, 46, 42, 47, 49, 2], [1, 4, 6, 8, 11, 14, 17, 21, 25, 20, 16, 12, 15, 19, 23, 28, 34, 39, 43, 48, 3], [2, 49, 47, 42, 46, 41, 36, 30, 25, 20, 16, 12, 15, 19, 23, 28, 34, 39, 43, 48, 3]]",{25},1,"[[6, 4, 5, 7, 10, 8]]",1,"{frozenset({36, 9, 10, 44, 47, 16, 18, 26, 29}), frozenset({35, 10, 43, 11, 46, 15, 17, 24, 31}), frozenset({34, 35, 6, 44, 15, 16, 17, 27, 31}), frozenset({34, 36, 38, 11, 45, 13, 23, 24, 26}), frozenset({36, 37, 5, 46, 16, 17, 18, 23, 29})}"
"{34, 5, 37, 13, 45, 14, 19, 27, 30}",21,19,21,"[21, 19, 21]",2,"[[1, 4, 6, 8, 10, 7, 9, 12, 16, 20, 25, 21, 26, 31, 36, 41, 46, 42, 47, 49, 2]]","[[1, 4, 6, 8, 10, 7, 9, 12, 16, 20, 24, 29, 35, 40, 44, 39, 43, 48, 3]]","[[2, 49, 47, 42, 46, 41, 36, 31, 26, 21, 25, 20, 24, 29, 35, 40, 44, 39, 43, 48, 3]]","[[1, 4, 6, 8, 10, 7, 9, 12, 16, 20, 25, 21, 26, 31, 36, 41, 46, 42, 47, 49, 2], [1, 4, 6, 8, 10, 7, 9, 12, 16, 20, 24, 29, 35, 40, 44, 39, 43, 48, 3], [2, 49, 47, 42, 46, 41, 36, 31, 26, 21, 25, 20, 24, 29, 35, 40, 44, 39, 43, 48, 3]]",{20},1,[],0,"{frozenset({34, 38, 41, 10, 44, 14, 15, 20, 31}), frozenset({33, 37, 40, 10, 12, 46, 18, 21, 29}), frozenset({34, 40, 10, 11, 15, 47, 20, 22, 31}), frozenset({37, 41, 10, 43, 9, 18, 19, 21, 29}), frozenset({34, 37, 6, 12, 45, 13, 22, 23, 30})}"
"{34, 36, 6, 38, 9, 44, 13, 18, 24, 26}",21,21,21,"[21, 21, 21]",0,"[[1, 4, 5, 7, 10, 8, 11, 14, 17, 21, 25, 30, 35, 40, 45, 41, 46, 42, 47, 49, 2]]","[[1, 4, 5, 7, 10, 8, 11, 14, 17, 21, 25, 20, 16, 12, 15, 19, 23, 28, 33, 48, 3]]","[[2, 49, 47, 42, 46, 41, 45, 40, 35, 30, 25, 20, 16, 12, 15, 19, 23, 28, 33, 48, 3]]","[[1, 4, 5, 7, 10, 8, 11, 14, 17, 21, 25, 30, 35, 40, 45, 41, 46, 42, 47, 49, 2], [1, 4, 5, 7, 10, 8, 11, 14, 17, 21, 25, 20, 16, 12, 15, 19, 23, 28, 33, 48, 3], [2, 49, 47, 42, 46, 41, 45, 40, 35, 30, 25, 20, 16, 12, 15, 19, 23, 28, 33, 48, 3]]",{25},1,[],0,"{frozenset({33, 36, 5, 37, 44, 15, 16, 17, 27, 29}), frozenset({34, 35, 38, 6, 46, 16, 17, 18, 23, 31}), frozenset({35, 9, 10, 43, 45, 47, 17, 24, 27, 31}), frozenset({33, 35, 5, 37, 11, 13, 46, 15, 24, 26}), frozenset({36, 10, 43, 11, 45, 47, 16, 23, 26, 29})}"
"{36, 5, 37, 46, 16, 17, 18, 23, 29}",21,21,17,"[21, 21, 17]",4,"[[1, 4, 6, 8, 10, 7, 9, 12, 15, 19, 24, 20, 25, 21, 26, 22, 27, 32, 38, 49, 2]]","[[1, 4, 6, 8, 10, 7, 9, 12, 15, 19, 24, 20, 25, 30, 35, 40, 44, 39, 43, 48, 3]]","[[2, 49, 38, 32, 27, 22, 26, 21, 25, 30, 35, 40, 44, 39, 43, 48, 3]]","[[1, 4, 6, 8, 10, 7, 9, 12, 15, 19, 24, 20, 25, 21, 26, 22, 27, 32, 38, 49, 2], [1, 4, 6, 8, 10, 7, 9, 12, 15, 19, 24, 20, 25, 30, 35, 40, 44, 39, 43, 48, 3], [2, 49, 38, 32, 27, 22, 26, 21, 25, 30, 35, 40, 44, 39, 43, 48, 3]]",{25},1,"[[33, 28, 34, 39, 43, 48]]",1,"{frozenset({36, 9, 10, 44, 47, 16, 18, 26, 29}), frozenset({33, 35, 37, 9, 45, 13, 24, 26, 27}), frozenset({35, 10, 11, 43, 46, 15, 17, 24, 31}), frozenset({34, 35, 6, 44, 15, 16, 17, 27, 31}), frozenset({34, 36, 38, 11, 45, 13, 23, 24, 26})}"
"{34, 39, 9, 13, 47, 16, 20, 27, 31}",19,19,19,"[19, 19, 19]",0,"[[1, 4, 6, 8, 11, 14, 17, 21, 25, 30, 36, 41, 46, 42, 37, 32, 38, 49, 2]]","[[1, 4, 6, 8, 11, 14, 17, 21, 25, 30, 35, 29, 24, 19, 23, 28, 33, 48, 3]]","[[2, 49, 38, 32, 37, 42, 46, 41, 36, 30, 35, 29, 24, 19, 23, 28, 33, 48, 3], [2, 49, 38, 32, 37, 42, 46, 41, 45, 40, 35, 29, 24, 19, 23, 28, 33, 48, 3]]","[[1, 4, 6, 8, 11, 14, 17, 21, 25, 30, 36, 41, 46, 42, 37, 32, 38, 49, 2], [1, 4, 6, 8, 11, 14, 17, 21, 25, 30, 35, 29, 24, 19, 23, 28, 33, 48, 3], [2, 49, 38, 32, 37, 42, 46, 41, 36, 30, 35, 29, 24, 19, 23, 28, 33, 48, 3], [2, 49, 38, 32, 37, 42, 46, 41, 45, 40, 35, 29, 24, 19, 23, 28, 33, 48, 3]]","{41, 35, 30}",3,"[[30, 36, 41, 45, 40, 35], [17, 14, 18, 22, 26, 21], [6, 4, 5, 7, 10, 8]]",3,"{frozenset({33, 7, 10, 44, 21, 26, 27, 29, 31}), frozenset({32, 35, 37, 6, 9, 44, 13, 29, 30}), frozenset({37, 42, 43, 11, 13, 17, 21, 23, 29}), frozenset({34, 36, 5, 11, 13, 46, 28, 30, 31}), frozenset({38, 8, 10, 46, 20, 23, 24, 29, 31})}"
"{36, 38, 41, 43, 13, 14, 19, 29}",17,19,19,"[17, 19, 19]",2,"[[1, 4, 5, 7, 9, 12, 16, 20, 25, 21, 26, 31, 37, 42, 47, 49, 2]]","[[1, 4, 5, 7, 9, 12, 16, 20, 25, 30, 35, 40, 44, 39, 34, 28, 33, 48, 3]]","[[2, 49, 47, 42, 37, 31, 26, 21, 25, 30, 35, 40, 44, 39, 34, 28, 33, 48, 3]]","[[1, 4, 5, 7, 9, 12, 16, 20, 25, 21, 26, 31, 37, 42, 47, 49, 2], [1, 4, 5, 7, 9, 12, 16, 20, 25, 30, 35, 40, 44, 39, 34, 28, 33, 48, 3], [2, 49, 47, 42, 37, 31, 26, 21, 25, 30, 35, 40, 44, 39, 34, 28, 33, 48, 3]]",{25},1,"[[5, 4, 6, 8, 10, 7], [22, 27, 32, 37, 31, 26]]",2,"{frozenset({33, 6, 40, 12, 16, 22, 29, 31}), frozenset({5, 38, 41, 14, 17, 19, 29, 31}), frozenset({6, 40, 12, 13, 47, 22, 26, 29}), frozenset({33, 35, 40, 12, 13, 47, 22, 31}), frozenset({5, 41, 43, 13, 14, 19, 24, 31})}"
"{32, 34, 5, 45, 13, 15, 14, 23, 30}",19,19,19,"[19, 19, 19]",0,"[[1, 4, 6, 8, 10, 7, 9, 12, 16, 20, 25, 21, 26, 31, 37, 42, 47, 49, 2]]","[[1, 4, 6, 8, 10, 7, 9, 12, 16, 20, 24, 29, 35, 40, 44, 39, 43, 48, 3]]","[[2, 49, 47, 42, 37, 31, 26, 21, 25, 20, 24, 29, 35, 40, 44, 39, 43, 48, 3]]","[[1, 4, 6, 8, 10, 7, 9, 12, 16, 20, 25, 21, 26, 31, 37, 42, 47, 49, 2], [1, 4, 6, 8, 10, 7, 9, 12, 16, 20, 24, 29, 35, 40, 44, 39, 43, 48, 3], [2, 49, 47, 42, 37, 31, 26, 21, 25, 20, 24, 29, 35, 40, 44, 39, 43, 48, 3]]",{20},1,"[[37, 42, 46, 41, 36, 31]]",1,"{frozenset({34, 8, 44, 45, 15, 47, 20, 22, 31}), frozenset({37, 6, 12, 13, 45, 18, 27, 28, 30}), frozenset({37, 7, 43, 45, 46, 18, 19, 21, 29}), frozenset({33, 40, 9, 42, 10, 15, 18, 21, 29}), frozenset({38, 39, 41, 10, 11, 15, 18, 20, 31})}"
"{36, 39, 11, 44, 14, 15, 16, 26, 29}",19,17,19,"[19, 17, 19]",2,"[[1, 4, 5, 7, 10, 13, 17, 21, 25, 30, 35, 40, 45, 41, 46, 42, 47, 49, 2], [1, 4, 6, 8, 10, 13, 17, 21, 25, 30, 35, 40, 45, 41, 46, 42, 47, 49, 2]]","[[1, 4, 5, 7, 10, 13, 17, 21, 25, 20, 24, 19, 23, 28, 33, 48, 3], [1, 4, 6, 8, 10, 13, 17, 21, 25, 20, 24, 19, 23, 28, 33, 48, 3]]","[[2, 49, 47, 42, 46, 41, 45, 40, 35, 30, 25, 20, 24, 19, 23, 28, 33, 48, 3]]","[[1, 4, 5, 7, 10, 13, 17, 21, 25, 30, 35, 40, 45, 41, 46, 42, 47, 49, 2], [1, 4, 6, 8, 10, 13, 17, 21, 25, 30, 35, 40, 45, 41, 46, 42, 47, 49, 2], [1, 4, 5, 7, 10, 13, 17, 21, 25, 20, 24, 19, 23, 28, 33, 48, 3], [1, 4, 6, 8, 10, 13, 17, 21, 25, 20, 24, 19, 23, 28, 33, 48, 3], [2, 49, 47, 42, 46, 41, 45, 40, 35, 30, 25, 20, 24, 19, 23, 28, 33, 48, 3]]",{25},1,"[[37, 32, 38, 49, 47, 42], [8, 6, 4, 5, 7, 10]]",2,"{frozenset({36, 8, 40, 11, 44, 13, 15, 24, 26}), frozenset({35, 9, 42, 12, 46, 17, 18, 24, 31}), frozenset({32, 35, 45, 16, 17, 19, 23, 27, 31}), frozenset({35, 7, 9, 41, 13, 46, 18, 24, 26}), frozenset({36, 45, 16, 17, 22, 23, 27, 28, 29})}"
"{34, 38, 41, 10, 14, 15, 20, 24, 31}",19,19,19,"[19, 19, 19]",0,"[[1, 4, 5, 7, 9, 12, 16, 13, 17, 21, 26, 22, 27, 32, 37, 42, 47, 49, 2]]","[[1, 4, 5, 7, 9, 12, 16, 13, 17, 21, 25, 30, 35, 40, 44, 39, 43, 48, 3]]","[[2, 49, 47, 42, 37, 32, 27, 22, 26, 21, 25, 30, 35, 40, 44, 39, 43, 48, 3]]","[[1, 4, 5, 7, 9, 12, 16, 13, 17, 21, 26, 22, 27, 32, 37, 42, 47, 49, 2], [1, 4, 5, 7, 9, 12, 16, 13, 17, 21, 25, 30, 35, 40, 44, 39, 43, 48, 3], [2, 49, 47, 42, 37, 32, 27, 22, 26, 21, 25, 30, 35, 40, 44, 39, 43, 48, 3]]",{21},1,[],0,"{frozenset({34, 40, 10, 47, 15, 16, 20, 22, 31}), frozenset({34, 35, 37, 6, 12, 45, 13, 22, 30}), frozenset({34, 36, 5, 37, 45, 14, 13, 19, 30}), frozenset({37, 41, 10, 43, 17, 18, 19, 21, 29}), frozenset({33, 37, 40, 10, 12, 18, 21, 26, 29})}"
"{34, 38, 41, 12, 14, 15, 20, 24, 31}",17,17,19,"[17, 17, 19]",2,"[[1, 4, 5, 7, 10, 13, 17, 21, 26, 22, 27, 32, 37, 42, 47, 49, 2], [1, 4, 6, 8, 10, 13, 17, 21, 26, 22, 27, 32, 37, 42, 47, 49, 2]]","[[1, 4, 5, 7, 10, 13, 17, 21, 25, 30, 35, 40, 44, 39, 43, 48, 3], [1, 4, 6, 8, 10, 13, 17, 21, 25, 30, 35, 40, 44, 39, 43, 48, 3]]","[[2, 49, 47, 42, 37, 32, 27, 22, 26, 21, 25, 30, 35, 40, 44, 39, 43, 48, 3]]","[[1, 4, 5, 7, 10, 13, 17, 21, 26, 22, 27, 32, 37, 42, 47, 49, 2], [1, 4, 6, 8, 10, 13, 17, 21, 26, 22, 27, 32, 37, 42, 47, 49, 2], [1, 4, 5, 7, 10, 13, 17, 21, 25, 30, 35, 40, 44, 39, 43, 48, 3], [1, 4, 6, 8, 10, 13, 17, 21, 25, 30, 35, 40, 44, 39, 43, 48, 3], [2, 49, 47, 42, 37, 32, 27, 22, 26, 21, 25, 30, 35, 40, 44, 39, 43, 48, 3]]",{21},1,"[[8, 6, 4, 5, 7, 10]]",1,"{frozenset({41, 10, 43, 17, 18, 19, 21, 22, 29}), frozenset({34, 35, 6, 41, 12, 45, 13, 22, 30}), frozenset({40, 10, 47, 15, 16, 19, 20, 22, 31}), frozenset({36, 5, 37, 40, 45, 14, 13, 19, 30}), frozenset({33, 37, 40, 12, 14, 18, 21, 26, 29})}"
"{34, 38, 40, 41, 12, 14, 15, 20, 31}",17,19,21,"[17, 19, 21]",4,"[[1, 4, 5, 7, 10, 13, 17, 21, 26, 22, 27, 32, 37, 42, 47, 49, 2], [1, 4, 6, 8, 10, 13, 17, 21, 26, 22, 27, 32, 37, 42, 47, 49, 2]]","[[1, 4, 5, 7, 10, 13, 17, 21, 25, 30, 35, 29, 24, 19, 23, 28, 33, 48, 3], [1, 4, 6, 8, 10, 13, 17, 21, 25, 30, 35, 29, 24, 19, 23, 28, 33, 48, 3]]","[[2, 49, 47, 42, 37, 32, 27, 22, 26, 21, 25, 30, 35, 29, 24, 19, 23, 28, 33, 48, 3]]","[[1, 4, 5, 7, 10, 13, 17, 21, 26, 22, 27, 32, 37, 42, 47, 49, 2], [1, 4, 6, 8, 10, 13, 17, 21, 26, 22, 27, 32, 37, 42, 47, 49, 2], [1, 4, 5, 7, 10, 13, 17, 21, 25, 30, 35, 29, 24, 19, 23, 28, 33, 48, 3], [1, 4, 6, 8, 10, 13, 17, 21, 25, 30, 35, 29, 24, 19, 23, 28, 33, 48, 3], [2, 49, 47, 42, 37, 32, 27, 22, 26, 21, 25, 30, 35, 29, 24, 19, 23, 28, 33, 48, 3]]",{21},1,"[[8, 6, 4, 5, 7, 10]]",1,"{frozenset({41, 10, 43, 12, 18, 19, 21, 22, 29}), frozenset({40, 10, 14, 47, 15, 19, 20, 22, 31}), frozenset({34, 6, 41, 12, 45, 13, 19, 22, 30}), frozenset({5, 37, 40, 45, 14, 13, 19, 22, 30}), frozenset({33, 37, 40, 41, 12, 14, 18, 21, 29})}"
"{32, 35, 9, 10, 43, 12, 45, 18, 21, 23}",19,17,17,"[19, 17, 17]",2,"[[1, 4, 6, 8, 11, 14, 17, 13, 16, 20, 25, 30, 36, 31, 37, 42, 47, 49, 2], [1, 4, 6, 8, 11, 14, 17, 13, 16, 20, 25, 30, 36, 41, 46, 42, 47, 49, 2]]","[[1, 4, 6, 8, 11, 14, 17, 13, 16, 20, 24, 29, 34, 28, 33, 48, 3]]","[[2, 49, 47, 42, 37, 31, 36, 30, 25, 20, 24, 29, 34, 28, 33, 48, 3], [2, 49, 47, 42, 46, 41, 36, 30, 25, 20, 24, 29, 34, 28, 33, 48, 3]]","[[1, 4, 6, 8, 11, 14, 17, 13, 16, 20, 25, 30, 36, 31, 37, 42, 47, 49, 2], [1, 4, 6, 8, 11, 14, 17, 13, 16, 20, 25, 30, 36, 41, 46, 42, 47, 49, 2], [1, 4, 6, 8, 11, 14, 17, 13, 16, 20, 24, 29, 34, 28, 33, 48, 3], [2, 49, 47, 42, 37, 31, 36, 30, 25, 20, 24, 29, 34, 28, 33, 48, 3], [2, 49, 47, 42, 46, 41, 36, 30, 25, 20, 24, 29, 34, 28, 33, 48, 3]]",{20},1,"[[31, 37, 42, 46, 41, 36]]",1,"{frozenset({34, 6, 9, 42, 45, 17, 18, 19, 23, 30}), frozenset({5, 37, 39, 11, 45, 15, 16, 22, 27, 30}), frozenset({34, 38, 7, 40, 44, 46, 15, 18, 20, 26}), frozenset({36, 10, 11, 45, 14, 47, 15, 20, 27, 28}), frozenset({33, 37, 8, 41, 44, 46, 15, 18, 21, 24})}"
"{32, 35, 9, 10, 43, 12, 45, 18, 23, 25}",15,17,19,"[15, 17, 19]",4,"[[1, 4, 6, 8, 11, 14, 17, 21, 26, 31, 37, 42, 47, 49, 2]]","[[1, 4, 6, 8, 11, 14, 17, 13, 16, 20, 24, 29, 34, 28, 33, 48, 3]]","[[2, 49, 47, 42, 37, 31, 26, 21, 17, 13, 16, 20, 24, 29, 34, 28, 33, 48, 3]]","[[1, 4, 6, 8, 11, 14, 17, 21, 26, 31, 37, 42, 47, 49, 2], [1, 4, 6, 8, 11, 14, 17, 13, 16, 20, 24, 29, 34, 28, 33, 48, 3], [2, 49, 47, 42, 37, 31, 26, 21, 17, 13, 16, 20, 24, 29, 34, 28, 33, 48, 3]]",{17},1,"[[37, 42, 46, 41, 36, 31]]",1,"{frozenset({34, 6, 9, 42, 45, 17, 18, 19, 23, 25}), frozenset({33, 37, 8, 41, 44, 46, 15, 18, 24, 25}), frozenset({5, 37, 39, 11, 45, 15, 16, 22, 25, 27}), frozenset({34, 38, 7, 40, 44, 46, 15, 18, 25, 26}), frozenset({36, 10, 11, 45, 14, 47, 15, 25, 27, 28})}"
"{32, 35, 37, 9, 10, 43, 45, 18, 23, 25}",17,17,21,"[17, 17, 21]",4,"[[1, 4, 6, 8, 11, 14, 17, 21, 26, 31, 36, 41, 46, 42, 47, 49, 2]]","[[1, 4, 6, 8, 11, 14, 17, 13, 16, 20, 24, 29, 34, 28, 33, 48, 3]]","[[2, 49, 47, 42, 46, 41, 36, 31, 26, 21, 17, 13, 16, 20, 24, 29, 34, 28, 33, 48, 3]]","[[1, 4, 6, 8, 11, 14, 17, 21, 26, 31, 36, 41, 46, 42, 47, 49, 2], [1, 4, 6, 8, 11, 14, 17, 13, 16, 20, 24, 29, 34, 28, 33, 48, 3], [2, 49, 47, 42, 46, 41, 36, 31, 26, 21, 17, 13, 16, 20, 24, 29, 34, 28, 33, 48, 3]]",{17},1,"[[20, 16, 12, 15, 19, 24]]",1,"{frozenset({33, 37, 8, 10, 44, 46, 15, 18, 24, 25}), frozenset({34, 36, 10, 11, 45, 47, 15, 25, 27, 28}), frozenset({34, 37, 6, 9, 42, 45, 17, 18, 23, 25}), frozenset({34, 37, 5, 39, 11, 45, 15, 16, 25, 27}), frozenset({34, 38, 7, 10, 44, 46, 15, 18, 25, 26})}"
"{33, 37, 10, 11, 45, 15, 27, 29, 30}",19,17,21,"[19, 17, 21]",4,"[[1, 4, 5, 7, 9, 12, 16, 13, 17, 21, 26, 31, 36, 41, 46, 42, 47, 49, 2], [1, 4, 5, 7, 9, 12, 16, 20, 25, 21, 26, 31, 36, 41, 46, 42, 47, 49, 2]]","[[1, 4, 5, 7, 9, 12, 16, 20, 24, 19, 23, 28, 34, 39, 43, 48, 3]]","[[2, 49, 47, 42, 46, 41, 36, 31, 26, 21, 25, 20, 24, 19, 23, 28, 34, 39, 43, 48, 3]]","[[1, 4, 5, 7, 9, 12, 16, 13, 17, 21, 26, 31, 36, 41, 46, 42, 47, 49, 2], [1, 4, 5, 7, 9, 12, 16, 20, 25, 21, 26, 31, 36, 41, 46, 42, 47, 49, 2], [1, 4, 5, 7, 9, 12, 16, 20, 24, 19, 23, 28, 34, 39, 43, 48, 3], [2, 49, 47, 42, 46, 41, 36, 31, 26, 21, 25, 20, 24, 19, 23, 28, 34, 39, 43, 48, 3]]","{16, 20, 21}",3,"[[17, 14, 18, 22, 26, 21], [16, 13, 17, 21, 25, 20]]",2,"{frozenset({34, 38, 9, 10, 45, 18, 23, 30, 31}), frozenset({34, 9, 10, 45, 47, 18, 21, 23, 31}), frozenset({34, 37, 6, 44, 13, 46, 15, 18, 20}), frozenset({37, 10, 43, 11, 45, 15, 20, 27, 29}), frozenset({34, 37, 5, 44, 13, 46, 15, 18, 21})}"
"{34, 37, 9, 10, 47, 18, 21, 25, 28}",23,19,17,"[23, 19, 17]",6,"[[1, 4, 6, 8, 11, 14, 17, 13, 16, 20, 24, 29, 35, 30, 36, 31, 26, 22, 27, 32, 38, 49, 2]]","[[1, 4, 6, 8, 11, 14, 17, 13, 16, 20, 24, 29, 35, 40, 44, 39, 43, 48, 3]]","[[2, 49, 38, 32, 27, 22, 26, 31, 36, 30, 35, 40, 44, 39, 43, 48, 3], [2, 49, 38, 32, 27, 22, 26, 31, 36, 41, 45, 40, 44, 39, 43, 48, 3]]","[[1, 4, 6, 8, 11, 14, 17, 13, 16, 20, 24, 29, 35, 30, 36, 31, 26, 22, 27, 32, 38, 49, 2], [1, 4, 6, 8, 11, 14, 17, 13, 16, 20, 24, 29, 35, 40, 44, 39, 43, 48, 3], [2, 49, 38, 32, 27, 22, 26, 31, 36, 30, 35, 40, 44, 39, 43, 48, 3], [2, 49, 38, 32, 27, 22, 26, 31, 36, 41, 45, 40, 44, 39, 43, 48, 3]]","{40, 35, 36}",3,"[[35, 30, 36, 41, 45, 40], [20, 16, 12, 15, 19, 24]]",2,"{frozenset({34, 5, 37, 39, 10, 46, 18, 21, 25}), frozenset({34, 37, 38, 7, 10, 45, 23, 25, 30}), frozenset({34, 37, 6, 10, 42, 44, 15, 20, 25}), frozenset({33, 34, 37, 8, 10, 45, 25, 27, 30}), frozenset({32, 34, 37, 10, 43, 11, 15, 20, 25})}"
"{34, 36, 38, 9, 44, 13, 18, 24, 26}",19,19,21,"[19, 19, 21]",2,"[[1, 4, 6, 8, 11, 14, 17, 21, 25, 30, 35, 40, 45, 41, 46, 42, 47, 49, 2]]","[[1, 4, 6, 8, 11, 14, 17, 21, 25, 20, 16, 12, 15, 19, 23, 28, 33, 48, 3]]","[[2, 49, 47, 42, 46, 41, 45, 40, 35, 30, 25, 20, 16, 12, 15, 19, 23, 28, 33, 48, 3]]","[[1, 4, 6, 8, 11, 14, 17, 21, 25, 30, 35, 40, 45, 41, 46, 42, 47, 49, 2], [1, 4, 6, 8, 11, 14, 17, 21, 25, 20, 16, 12, 15, 19, 23, 28, 33, 48, 3], [2, 49, 47, 42, 46, 41, 45, 40, 35, 30, 25, 20, 16, 12, 15, 19, 23, 28, 33, 48, 3]]",{25},1,"[[6, 4, 5, 7, 10, 8]]",1,"{frozenset({36, 10, 11, 45, 47, 16, 23, 26, 29}), frozenset({33, 35, 37, 11, 13, 46, 15, 24, 26}), frozenset({36, 5, 37, 44, 15, 16, 17, 27, 29}), frozenset({34, 35, 6, 46, 16, 17, 18, 23, 31}), frozenset({35, 9, 10, 43, 45, 17, 24, 27, 31})}"
"{34, 36, 38, 9, 44, 13, 18, 26, 30}",21,17,17,"[21, 17, 17]",4,"[[1, 4, 6, 8, 11, 14, 17, 21, 25, 20, 24, 29, 35, 40, 45, 41, 46, 42, 47, 49, 2]]","[[1, 4, 6, 8, 11, 14, 17, 21, 25, 20, 24, 19, 23, 28, 33, 48, 3]]","[[2, 49, 47, 42, 46, 41, 45, 40, 35, 29, 24, 19, 23, 28, 33, 48, 3]]","[[1, 4, 6, 8, 11, 14, 17, 21, 25, 20, 24, 29, 35, 40, 45, 41, 46, 42, 47, 49, 2], [1, 4, 6, 8, 11, 14, 17, 21, 25, 20, 24, 19, 23, 28, 33, 48, 3], [2, 49, 47, 42, 46, 41, 45, 40, 35, 29, 24, 19, 23, 28, 33, 48, 3]]",{24},1,"[[6, 4, 5, 7, 10, 8], [15, 12, 16, 20, 24, 19]]",2,"{frozenset({33, 35, 37, 11, 13, 46, 15, 24, 30}), frozenset({34, 6, 46, 16, 17, 18, 20, 23, 31}), frozenset({35, 9, 10, 43, 45, 20, 24, 27, 31}), frozenset({36, 10, 11, 45, 47, 21, 23, 26, 29}), frozenset({5, 37, 44, 15, 16, 17, 21, 27, 29})}"
